County,Median_Household_Income,Poverty_Rate
Calhoun,60434.0,10.66652286
Carroll,61157.0,8.274613427
Cass,55395.0,13.87448735
Cedar,72714.0,7.61810264
Cerro Gordo,58271.0,9.599019354
Cherokee,59881.0,12.08976406
Chickasaw,67146.0,6.235722142
Clarke,58617.0,15.81654072
Clay,52307.0,12.22084367
Clayton,58148.0,12.17607384
Clinton,56345.0,12.7153944
Crawford,55552.0,18.06030273
Dallas,93492.0,5.684488531
Davis,76755.0,9.609375
Decatur,52753.0,15.3
Delaware,69319.0,8.560894112
Des Moines,54318.0,13.97301114
Dickinson,65215.0,7.207518884
Dubuque,68198.0,9.307182135
Emmet,58357.0,12.60124971
Fayette,50973.0,12.19101715
Floyd,55827.0,11.8175357
Franklin,59019.0,12.56189995
Fremont,63611.0,8.001216915
Greene,52768.0,11.22718402
Grundy,74552.0,5.149229256
Guthrie,67625.0,9.778879146
Hamilton,62183.0,7.844456405
Hancock,64730.0,10.74178404
Hardin,58845.0,8.957986304
Harrison,67950.0,8.478351664
Henry,58767.0,10.2546492
Howard,60387.0,8.225528245
Humboldt,60008.0,14.2812139
Ida,57266.0,11.87381335
Iowa,64720.0,9.258693394
Jackson,65541.0,11.13017259
Jasper,63182.0,8.777429467
Jefferson,47950.0,14.1681598
Johnson,67414.0,16.7033893
Jones,63279.0,9.89462863
Keokuk,54233.0,12.5
Kossuth,59878.0,11.48403855
Lee,54258.0,12.9919437
Linn,70360.0,9.569793354
Louisa,65867.0,10.04277478
Lucas,55297.0,13.9225609
Lyon,69113.0,4.546994073
Madison,79306.0,6.664615385
Mahaska,60617.0,13.03414816
Marion,66822.0,7.46583538
Marshall,63591.0,11.86116284
Mills,77926.0,7.146810572
Mitchell,60991.0,4.896531623
Monona,56107.0,13.10594557
Monroe,69929.0,10.47988237
Montgomery,56971.0,13.47420147
Muscatine,61547.0,10.45209065
O'Brien,62292.0,12.5470878
Osceola,65242.0,11.51375391
Page,52108.0,13.90528387
Palo Alto,59988.0,9.077225889
Plymouth,74239.0,6.313081338
Pocahontas,56350.0,10.20848311
Polk,73015.0,10.09881814
Pottawattamie,63840.0,10.87128019
Poweshiek,56080.0,11.99508254
Ringgold,57700.0,9.444322425
Sac,61040.0,8.298755187
Scott,67675.0,11.83451739
Shelby,62222.0,8.109745543
Sioux,78179.0,5.446166737
Story,62578.0,19.42100585
Tama,59794.0,12.82158921
Taylor,59528.0,7.673901897
Union,52321.0,12.39287515
Van Buren,53218.0,12.73213281
Wapello,51222.0,15.23299566
Warren,85189.0,5.945384031
Washington,66908.0,7.103529199
Wayne,53039.0,13.55614556
Webster,56934.0,14.27947852
Winnebago,56578.0,7.161251981
Winneshiek,65330.0,8.233132933
Woodbury,63061.0,13.38719435
Worth,63795.0,7.010365521
Wright,55395.0,13.13155013
Kansas,64521.0,11.47819028
Allen,51840.0,16.27638522
Anderson,56315.0,12.96320545
Atchison,52243.0,13.94963552
Barber,52984.0,19.62365591
Barton,50077.0,15.53161779
Bourbon,49951.0,13.39850489
Brown,52314.0,14.61719418
Butler,71651.0,9.50629024
Chase,49453.0,6.72
Chautauqua,46170.0,17.92114695
Cherokee,47298.0,12.91463034
Cheyenne,45039.0,15.80161476
Clark,55556.0,10.0
Clay,52716.0,7.858942066
Cloud,53110.0,11.41176471
Coffey,63167.0,12.22855756
Comanche,49333.0,6.351039261
Cowley,51732.0,13.70762387
Crawford,45191.0,20.54173636
Decatur,46733.0,13.65817645
Dickinson,59400.0,8.744579239
Doniphan,54792.0,15.75642523
Douglas,62594.0,16.50224944
Edwards,49679.0,10.09530533
Elk,45660.0,14.32058584
Ellis,54858.0,15.5743304
Ellsworth,55318.0,10.36044195
Finney,61374.0,13.16453678
Ford,59578.0,12.26092388
Franklin,63996.0,8.802411837
Geary,54664.0,18.13192998
Gove,53226.0,6.470588235
Graham,44091.0,9.211618257
Grant,60417.0,8.651226158
Gray,70321.0,4.688342015
Greeley,57281.0,11.12012987
Greenwood,46783.0,13.4450964
Hamilton,48333.0,7.426127527
Harper,52188.0,17.61754321
Harvey,60653.0,9.779749159
Haskell,58841.0,9.888357257
Hodgeman,62902.0,10.11608624
Jackson,62023.0,9.788823664
Jefferson,72270.0,6.43989432
Jewell,45655.0,18.50052065
Johnson,96059.0,5.146142645
Kearny,61406.0,15.50407332
Kingman,54852.0,9.090909091
Kiowa,61406.0,5.013192612
Labette,51425.0,15.92318161
Lane,44219.0,9.786950732
Leavenworth,80853.0,8.579656025
Lincoln,48457.0,11.82572614
Linn,52339.0,11.81875131
Logan,62202.0,10.26574445
Lyon,52591.0,14.95686752
McPherson,63816.0,9.171235986
Marion,54679.0,8.977354421
Marshall,58750.0,10.18274112
Meade,66042.0,8.136614766
Miami,79211.0,6.157539385
Mitchell,49250.0,12.83488006
Montgomery,47697.0,17.57538342
Morris,50242.0,11.2242973
Morton,51447.0,12.12234241
Nemaha,65177.0,8.327430942
Neosho,54479.0,14.23673997
Ness,63241.0,9.220389805
Norton,49326.0,6.597756763
Osage,61702.0,11.36787898
Osborne,55551.0,13.48741954
Ottawa,57455.0,11.27528584
Pawnee,50988.0,12.41962153
Phillips,53919.0,14.15515841
Pottawatomie,76089.0,8.240759443
Pratt,57109.0,11.42045455
Rawlins,58590.0,12.21374046
Reno,53359.0,11.66083709
Republic,50268.0,11.6017316
Rice,56379.0,10.72770755
Riley,53296.0,22.04930299
Rooks,55000.0,4.78378943
Rush,50714.0,9.530583215
Russell,52108.0,15.21476104
Saline,55175.0,11.52938065
Scott,46583.0,9.454905847
Sedgwick,60593.0,13.20005611
Seward,51809.0,13.84848346
Shawnee,59848.0,12.27433927
Sheridan,68952.0,6.520841932
Sherman,58830.0,10.30110935
Smith,48051.0,8.40431573
Stafford,54188.0,10.31885513
Stanton,60607.0,18.6407767
Stevens,61267.0,14.093702
Sumner,54854.0,10.96905354
Thomas,69844.0,7.66555184
Trego,78529.0,7.633027523
Wabaunsee,66589.0,6.175210519
Wallace,56538.0,11.51797603
Washington,53491.0,10.29900332
Wichita,63306.0,12.91686238
Wilson,52514.0,16.19414304
Woodson,45234.0,12.74415626
Wyandotte,52366.0,17.66767038
Kentucky,55454.0,16.2677347
Adair,46652.0,18.23343849
Allen,47495.0,18.38520922
Anderson,59887.0,13.70820021
Ballard,52695.0,14.03280396
Barren,44254.0,23.58745638
Bath,46375.0,22.51192369
Bell,32123.0,28.30030232
Boone,87034.0,6.079929099
Bourbon,53277.0,13.69080431
Boyd,53077.0,17.62648586
Boyle,54234.0,14.5193008
Bracken,63277.0,18.4115087
Breathitt,32259.0,31.29862358
Breckinridge,49919.0,19.51048601
Bullitt,67892.0,10.1642178
Butler,48355.0,18.15686601
Caldwell,48280.0,14.69931409
Calloway,44534.0,18.43077657
Campbell,65580.0,12.22079446
Carlisle,42386.0,19.66044854
Carroll,42433.0,24.29604262
Carter,40092.0,30.22469752
Casey,37694.0,24.86252183
Christian,45913.0,16.99202975
Clark,59294.0,14.13740458
Clay,33399.0,33.56128628
Clinton,35042.0,22.86489419
Crittenden,45000.0,15.240611
Cumberland,34563.0,24.86066543
Daviess,57660.0,14.80546899
Edmonson,41533.0,16.94194194
Elliott,36455.0,25.43536504
Estill,36336.0,25.65639269
Fayette,61526.0,15.71427183
Fleming,48315.0,15.54902485
Floyd,37360.0,28.99720584
Franklin,59498.0,13.27695047
Fulton,33567.0,25.14792899
Gallatin,54978.0,18.05766313
Garrard,58137.0,14.46443465
Grant,60040.0,12.74753991
Graves,48187.0,18.51821077
Grayson,40839.0,23.72314669
Green,34363.0,22.10296525
Greenup,55431.0,14.76036543
Hancock,61622.0,13.06678579
Hardin,59863.0,11.24732529
Harlan,30210.0,33.58274146
Harrison,53862.0,16.88736309
Hart,45342.0,21.84533333
Henderson,53635.0,16.35593799
Henry,52301.0,17.41226379
Hickman,46321.0,20.39099795
Hopkins,49495.0,20.02891283
Jackson,33699.0,28.292645
Jefferson,61633.0,13.73760854
Jessamine,65196.0,12.58408949
Johnson,41489.0,20.51813472
Kenton,68503.0,11.88603749
Knott,35583.0,29.53790614
Knox,29206.0,34.53555976
Larue,53555.0,16.13373101
Laurel,46604.0,22.15947225
Lawrence,37014.0,26.10068735
Lee,29817.0,29.98956625
Leslie,34528.0,34.5802651
Letcher,35278.0,31.22163477
Lewis,32402.0,27.03182942
Lincoln,45856.0,18.85937303
Livingston,51081.0,16.77852349
Logan,53133.0,18.01704967
Lyon,55203.0,10.06629685
McCracken,53366.0,15.08423942
McCreary,33939.0,30.04051708
McLean,57027.0,10.75351494
Madison,55002.0,16.03200112
Magoffin,29615.0,29.03087845
Marion,48791.0,19.84505364
Marshall,58989.0,11.7122358
Martin,40826.0,22.3759074
Mason,48106.0,16.28767532
Meade,63944.0,13.1344097
Menifee,43313.0,26.41881888
Mercer,53750.0,11.99336442
Metcalfe,43196.0,21.18468956
Monroe,39334.0,24.26729191
Montgomery,49313.0,17.82171022
Morgan,41664.0,22.28772619
Muhlenberg,46124.0,15.12585508
Nelson,64354.0,8.109991074
Nicholas,44306.0,19.26928281
Ohio,48481.0,15.46166688
Oldham,109815.0,4.203043153
Owen,52450.0,15.41315956
Owsley,29340.0,27.71573604
Pendleton,57619.0,18.79185268
Perry,40577.0,21.53032006
Pike,36910.0,25.56572062
Powell,39493.0,18.56108312
Pulaski,42652.0,22.95071622
Robertson,53833.0,22.92993631
Rockcastle,40406.0,21.18821958
Rowan,45681.0,25.38223475
Russell,41851.0,23.03599016
Scott,73113.0,10.17309667
Shelby,73974.0,9.389003792
Simpson,53420.0,12.47272921
Spencer,92973.0,6.607536475
Taylor,56890.0,14.76190476
Todd,54823.0,21.50313152
Trigg,53693.0,17.41247226
Trimble,62125.0,14.26001439
Union,50533.0,18.75417626
Warren,57625.0,16.73682787
Washington,59049.0,13.70545298
Wayne,41237.0,22.48114085
Webster,47051.0,16.6732548
Whitley,41817.0,21.58063491
Wolfe,24349.0,34.63669951
Woodford,72765.0,7.339624077
Louisiana,53571.0,18.76812434
Acadia,42368.0,23.07772944
Allen,47660.0,18.07737523
Ascension,86256.0,9.771068615
Assumption,42831.0,16.41643059
Avoyelles,37903.0,26.47826924
Beauregard,57130.0,14.09218615
Bienville,32328.0,29.09005921
Bossier,58289.0,16.8952564
Caddo,43153.0,22.95844466
Calcasieu,59470.0,16.35150804
Caldwell,41861.0,25.51462622
Cameron,64525.0,8.324420677
Catahoula,42232.0,29.24675325
Claiborne,29574.0,33.64936526
Concordia,36157.0,30.8532031
De Soto,45364.0,21.08805173
East Baton Rouge,58167.0,17.6643665
East Carroll,25049.0,47.26134585
East Feliciana,58125.0,13.94981469
Evangeline,32465.0,27.03094778
Franklin,38250.0,27.14026473
Grant,52779.0,16.22306717
Iberia,52278.0,22.45170749
Iberville,52994.0,18.85416287
Jackson,41298.0,21.03399433
Jefferson,58638.0,15.91354427
Jefferson Davis,45578.0,16.94477678
Lafayette,63311.0,16.80204509
Lafourche,58747.0,15.70185712
La Salle,52205.0,17.04149039
Lincoln,38458.0,28.37473417
Livingston,71547.0,10.6572152
Madison,36875.0,35.02218071
Morehouse,33758.0,30.08732575
Natchitoches,33965.0,26.48062528
Orleans,45594.0,23.84089045
Ouachita,46021.0,24.35275922
Plaquemines,69970.0,17.45114112
Pointe Coupee,50431.0,19.37644564
Rapides,49639.0,18.77578387
Red River,41227.0,21.84964846
Richland,42956.0,28.57068254
Sabine,39975.0,21.60289789
St. Bernard,52538.0,21.6955081
St. Charles,72088.0,10.23843189
St. Helena,40857.0,25.21095068
St. James,56207.0,11.96691268
St. John the Baptist,60743.0,14.87835012
St. Landry,41068.0,25.91896408
St. Martin,46711.0,17.27958237
St. Mary,43097.0,20.5137091
St. Tammany,70986.0,11.74749405
Tangipahoa,50659.0,20.06550286
Tensas,32962.0,37.13546566
Terrebonne,57940.0,17.80318761
Union,44192.0,23.58006773
Vermilion,56347.0,17.4556213
Vernon,53215.0,17.70630279
Washington,39168.0,24.6523156
Webster,31197.0,26.64853281
West Baton Rouge,72391.0,14.60867569
West Carroll,42050.0,21.45820369
West Feliciana,63450.0,14.96847845
Winn,43710.0,18.37261597
Maine,63182.0,11.04753804
Androscoggin,59287.0,11.94357308
Aroostook,47278.0,14.50416769
Cumberland,80679.0,7.832360953
Franklin,53607.0,11.87235543
Hancock,60354.0,10.26817938
Kennebec,58097.0,12.00704725
Knox,63399.0,9.300110685
Lincoln,62121.0,10.62411224
Oxford,51384.0,14.02935806
Penobscot,55125.0,13.76540198
Piscataquis,46948.0,15.99755949
Sagadahoc,73343.0,11.1811674
Somerset,47488.0,17.86491497
Waldo,59880.0,13.01230825
Washington,46689.0,18.68449945
York,73856.0,7.717212462
Maryland,91431.0,9.15755654
Allegany,51090.0,14.77623329
Anne Arundel,108048.0,5.637814113
Baltimore,81846.0,9.264407915
Calvert,120295.0,4.321719551
Caroline,63027.0,12.57782932
Carroll,104708.0,4.980292525
Cecil,81817.0,9.995692356
Charles,107808.0,6.3507022
Dorchester,55652.0,15.0074897
Frederick,106129.0,6.632959971
Garrett,58011.0,9.109914251
Harford,98495.0,6.771442448
Howard,129549.0,5.503990976
Kent,64451.0,10.82964978
Montgomery,117345.0,7.043313746
Prince George's,91124.0,9.229790895
Queen Anne's,99597.0,7.169888098
St. Mary's,102859.0,7.986488445
Somerset,48661.0,20.42146198
Talbot,79349.0,8.115394985
Washington,67349.0,13.10240132
Wicomico,63610.0,14.30143014
Worcester,71262.0,9.13655397
Baltimore,54124.0,20.30962403
Massachusetts,89026.0,9.898734751
Barnstable,82619.0,7.236532293
Berkshire,63159.0,10.08072391
Bristol,74290.0,10.97241573
Dukes,77392.0,7.82673637
Essex,86684.0,9.859510635
Franklin,64949.0,10.63802418
Hampden,61310.0,15.86840918
Hampshire,76959.0,10.54050733
Middlesex,111790.0,7.429873435
Nantucket,116571.0,5.981089203
Norfolk,112089.0,6.250658196
Plymouth,98190.0,6.531971004
Suffolk,80260.0,17.25991055
Worcester,81660.0,9.805796214
Michigan,63202.0,13.2996694
Alcona,46187.0,15.73548451
Alger,48822.0,11.18421053
Allegan,70269.0,8.904138567
Alpena,44864.0,14.90869351
Antrim,60378.0,9.8496273
Arenac,48989.0,13.93503262
Baraga,45792.0,13.49642661
Barry,68779.0,8.621449919
Bay,52510.0,15.38640618
Benzie,68875.0,10.01017984
Berrien,55893.0,15.93992312
Branch,56077.0,13.02481366
Calhoun,53286.0,15.83866132
Cass,60725.0,12.39545064
Charlevoix,63508.0,9.002753966
Cheboygan,53482.0,12.51282456
Chippewa,53079.0,17.65766298
Clare,43069.0,23.65895346
Clinton,76161.0,8.450487627
Crawford,54240.0,15.2195802
Delta,51117.0,12.35333003
Dickinson,54775.0,9.394105659
Eaton,72173.0,7.795563516
Emmet,63488.0,7.755175088
Genesee,54052.0,16.90057038
Gladwin,48279.0,15.14716439
Gogebic,41948.0,13.55524079
Grand Traverse,69393.0,10.54201676
Gratiot,53347.0,15.22303122
Hillsdale,54110.0,15.39806531
Houghton,48623.0,17.17536311
Huron,51924.0,11.80018608
Ingham,58226.0,17.47139976
Ionia,64436.0,9.991564942
Iosco,44334.0,13.71313942
Iron,45792.0,15.27305282
Isabella,48840.0,23.7808256
Jackson,57746.0,11.98609272
Kalamazoo,61739.0,14.26846019
Kalkaska,50363.0,15.91063348
Kent,69786.0,10.4493667
Keweenaw,54010.0,9.81924768
Lake,40753.0,19.41747573
Lapeer,69194.0,9.941008388
Leelanau,72709.0,6.434340684
Lenawee,60656.0,10.94984851
Livingston,88908.0,5.084648553
Luce,49667.0,16.34059582
Mackinac,52989.0,15.26074338
Macomb,67828.0,10.27800173
Manistee,54428.0,10.88711382
Marquette,57981.0,15.15880807
Mason,55035.0,14.80193371
Mecosta,48440.0,19.11188624
Menominee,52457.0,10.59397743
Midland,67642.0,10.68428102
Missaukee,50695.0,12.03653949
Monroe,68006.0,11.32028393
Montcalm,54803.0,12.74429712
Montmorency,43913.0,16.28087274
Muskegon,57047.0,12.97141272
Newaygo,54235.0,15.4387181
Oakland,86275.0,7.566607939
Oceana,56454.0,13.04231694
Ogemaw,44165.0,16.98539895
Ontonagon,44605.0,14.71950592
Osceola,50722.0,14.57322232
Oscoda,45659.0,12.42487428
Otsego,59330.0,10.83428015
Ottawa,77288.0,7.620029994
Presque Isle,52181.0,13.0871699
Roscommon,46218.0,16.77263094
Saginaw,52749.0,17.97608395
St. Clair,62847.0,11.98621257
St. Joseph,57080.0,12.55197983
Sanilac,52459.0,14.87706039
Schoolcraft,54163.0,15.37194272
Shiawassee,58004.0,10.84140472
Tuscola,55174.0,13.29824897
Van Buren,61549.0,13.69416936
Washtenaw,79198.0,13.42787949
Wayne,52830.0,20.5035957
Wexford,54114.0,13.03679595
Minnesota,77706.0,9.230126731
Aitkin,50900.0,11.60725775
Anoka,88680.0,5.877695588
Becker,64296.0,10.92539747
Beltrami,55910.0,16.83220073
Benton,65529.0,9.450222883
Big Stone,58095.0,12.66932271
Blue Earth,65000.0,16.34183368
Brown,62999.0,7.988880832
Carlton,68579.0,11.81990937
Carver,107890.0,3.797589348
Cass,56487.0,12.49830463
Chippewa,59051.0,11.25660838
Chisago,90870.0,6.599419952
Clay,67984.0,14.05235126
Clearwater,56605.0,12.92630575
Cook,65045.0,9.140271493
Cottonwood,56297.0,11.44498453
Crow Wing,60810.0,10.18249018
Dakota,93892.0,5.461688952
Dodge,84568.0,4.881362512
Douglas,69069.0,8.147161036
Faribault,55186.0,11.56442618
Fillmore,67195.0,9.145723795
Freeborn,59862.0,10.54157333
Goodhue,71414.0,8.700969874
Grant,60781.0,7.908463739
Hennepin,85438.0,9.883687421
Houston,62397.0,6.952678668
Hubbard,63122.0,10.95726332
Isanti,78687.0,8.820752373
Itasca,58393.0,11.09870071
Jackson,64134.0,9.615189359
Kanabec,60982.0,9.73220533
Kandiyohi,67798.0,10.96847006
Kittson,60676.0,10.18904984
Koochiching,54708.0,11.36249372
Lac qui Parle,60718.0,9.129447388
Lake,66828.0,7.677146879
Lake of the Woods,55913.0,12.57404416
Le Sueur,80425.0,7.878381242
Lincoln,58621.0,9.589790337
Lyon,62388.0,12.27890599
McLeod,67067.0,7.261753845
Mahnomen,48021.0,21.06656581
Marshall,64239.0,7.52603875
Martin,57002.0,11.697733
Meeker,67099.0,7.716817249
Mille Lacs,61995.0,10.98713777
Morrison,61873.0,9.987422137
Mower,60386.0,12.68098363
Murray,69250.0,6.266996292
Nicollet,74317.0,9.391692327
Nobles,57101.0,11.78807947
Norman,58846.0,10.30715643
Olmsted,84656.0,7.609293157
Otter Tail,63587.0,8.845158655
Pennington,64268.0,10.26251262
Pine,59840.0,10.54596019
Pipestone,58288.0,11.4666956
Polk,61643.0,11.91761317
Pope,67040.0,8.017069185
Ramsey,71494.0,13.23936412
Red Lake,62417.0,10.11523688
Redwood,59638.0,9.849937198
Renville,61233.0,9.727518547
Rice,71384.0,10.22263926
Rock,68638.0,9.237288136
Roseau,65651.0,8.368784898
St. Louis,61213.0,13.56719126
Scott,109031.0,4.638833216
Sherburne,92374.0,5.016466589
Sibley,67412.0,7.954928817
Stearns,68212.0,12.79175929
Steele,73468.0,8.558717413
Stevens,65750.0,13.59429848
Swift,53664.0,12.22761541
Todd,58021.0,13.71463217
Traverse,56667.0,8.224185197
Wabasha,70603.0,7.085611918
Wadena,50100.0,13.56901863
Waseca,66502.0,8.072295836
Washington,102258.0,4.214160498
Watonwan,59494.0,13.03016659
Wilkin,57907.0,13.53465811
Winona,61753.0,13.44195958
Wright,94276.0,4.885038802
Yellow Medicine,65014.0,9.937691414
Mississippi,49111.0,19.38362608
Adams,33860.0,29.25231616
Alcorn,44068.0,16.49378809
Amite,31367.0,30.83504991
Attala,36196.0,25.9267593
Benton,39311.0,14.52374705
Bolivar,33729.0,33.01279881
Calhoun,41142.0,20.47874349
Carroll,46147.0,16.00164119
Chickasaw,38620.0,21.90137449
Choctaw,37859.0,18.41040108
Claiborne,31305.0,34.76155894
Clarke,40838.0,20.16548008
Clay,35638.0,23.24289336
Coahoma,31312.0,37.53704313
Copiah,46530.0,22.07895979
Covington,40233.0,22.74819198
DeSoto,73460.0,9.59634677
Forrest,45780.0,22.99817773
Franklin,40479.0,22.86313582
George,47385.0,21.10842556
Greene,49581.0,15.26701787
Grenada,40808.0,22.75070291
Hancock,58196.0,15.65156274
Harrison,51590.0,17.90470715
Hinds,46179.0,20.92411552
Holmes,24958.0,39.21284559
Humphreys,30327.0,35.37892319
Issaquena,17109.0,21.12676056
Itawamba,53510.0,9.855769231
Jackson,55107.0,15.19652877
Jasper,39992.0,19.48699022
Jefferson,29205.0,30.0574628
Jefferson Davis,34771.0,21.83795347
Jones,43659.0,21.71983398
Kemper,37667.0,25.28473804
Lafayette,54720.0,20.58932075
Lamar,63925.0,17.57395136
Lauderdale,43301.0,23.75195118
Lawrence,39443.0,20.95743798
Leake,39660.0,22.73335884
Lee,60708.0,13.42342233
Leflore,30182.0,31.62155232
Lincoln,43926.0,19.99361412
Lowndes,49660.0,19.72542847
Madison,74688.0,10.19000704
Marion,34286.0,24.43203292
Marshall,42968.0,20.62225016
Monroe,47353.0,17.28538283
Montgomery,35903.0,25.53602276
Neshoba,43416.0,25.75625414
Newton,44530.0,24.09476117
Noxubee,38999.0,27.9679249
Oktibbeha,41094.0,27.67650616
Panola,39673.0,22.00907716
Pearl River,53855.0,14.48705762
Perry,47368.0,21.36594775
Pike,36308.0,31.75069634
Pontotoc,52150.0,14.49327063
Prentiss,46417.0,16.5237398
Quitman,25783.0,34.81145816
Rankin,72326.0,9.611445164
Scott,43022.0,22.79257815
Sharkey,38977.0,27.266028
Simpson,43842.0,19.15820029
Smith,51792.0,15.61782908
Stone,50807.0,18.54421382
Sunflower,32608.0,31.29552666
Tallahatchie,31484.0,29.11015547
Tate,54839.0,15.25436685
Tippah,41506.0,20.64192485
Tishomingo,40394.0,20.75915531
Tunica,41176.0,32.37557722
Union,50543.0,12.31458872
Walthall,34605.0,25.64232102
Warren,50686.0,19.02566294
Washington,34399.0,30.36802991
Wayne,34766.0,17.9586039
Webster,53363.0,16.45299145
Wilkinson,31412.0,21.3641189
Winston,39725.0,25.38630074
Yalobusha,44348.0,21.9286872
Yazoo,40037.0,26.99150292
Missouri,61043.0,12.7686766
Adair,46639.0,22.91966348
Andrew,63769.0,7.448306947
Atchison,53867.0,11.68009206
Audrain,47178.0,16.77481881
Barry,49574.0,17.93322922
Barton,45113.0,22.11346903
Bates,52093.0,16.68046621
Benton,45533.0,18.43522828
Bollinger,51250.0,13.91549296
Boone,62653.0,16.81074834
Buchanan,54073.0,15.86377315
Butler,44842.0,21.26582278
Caldwell,54321.0,17.22972973
Callaway,63791.0,10.02117496
Camden,55717.0,13.32041313
Cape Girardeau,59252.0,14.44668836
Carroll,54967.0,10.231569
Carter,42378.0,21.95726822
Cass,76924.0,7.682334794
Cedar,41211.0,18.45977997
Chariton,56758.0,13.16740823
Christian,69212.0,9.349991364
Clark,45965.0,13.19433876
Clay,75596.0,8.169047099
Clinton,63876.0,9.884878807
Cole,64715.0,9.49755239
Cooper,55711.0,13.02234566
Crawford,46643.0,16.53501843
Dade,43661.0,17.544331
Dallas,44948.0,21.12254667
Daviess,55750.0,12.41471735
DeKalb,59462.0,10.33024797
Dent,45700.0,16.87617196
Douglas,45125.0,21.32956879
Dunklin,42194.0,22.08002301
Franklin,65263.0,9.305803745
Gasconade,58956.0,10.19440819
Gentry,47746.0,15.15201315
Greene,50682.0,14.9127633
Grundy,49621.0,16.07961651
Harrison,45313.0,16.60074166
Henry,49682.0,15.10915002
Hickory,32132.0,15.42151337
Holt,52500.0,10.63829787
Howard,58596.0,9.762056512
Howell,43200.0,23.46048558
Iron,44717.0,21.70768566
Jackson,60800.0,13.4189407
Jasper,51876.0,17.85872278
Jefferson,71285.0,8.721269135
Johnson,59952.0,11.81558531
Knox,40814.0,14.2665594
Laclede,46968.0,15.7328742
Lafayette,70969.0,10.27352603
Lawrence,46923.0,16.20432115
Lewis,46250.0,18.87485153
Lincoln,76622.0,10.68520737
Linn,54245.0,15.54671632
Livingston,54309.0,11.1449055
McDonald,43086.0,18.0875076
Macon,48583.0,11.1282017
Madison,50529.0,11.62376558
Maries,50434.0,15.8308517
Marion,56213.0,17.76491704
Mercer,52105.0,13.53512279
Miller,47288.0,14.85549133
Mississippi,39127.0,23.41578533
Moniteau,58900.0,11.48348598
Monroe,46441.0,15.38551813
Montgomery,54390.0,15.22879363
Morgan,46078.0,20.03132188
New Madrid,42370.0,19.5798164
Newton,55820.0,14.69776644
Nodaway,47669.0,20.73483795
Oregon,35972.0,25.39919586
Osage,67088.0,8.151759866
Ozark,36402.0,21.86144649
Pemiscot,35865.0,27.49761526
Perry,56832.0,9.457505489
Pettis,51936.0,16.06097243
Phelps,48124.0,18.80961557
Pike,47382.0,16.50963998
Platte,85031.0,5.979201107
Polk,50890.0,15.87275094
Pulaski,59252.0,14.55609712
Putnam,46161.0,12.11267606
Ralls,58829.0,12.74748854
Randolph,51403.0,16.18108863
Ray,67643.0,10.78048994
Reynolds,41925.0,15.6187291
Ripley,36089.0,21.31419105
St. Charles,91792.0,4.709119517
St. Clair,40470.0,15.08669219
Ste. Genevieve,62607.0,10.15093714
St. Francois,50015.0,16.73840111
St. Louis,72562.0,9.579933176
Saline,49705.0,13.58120793
Schuyler,49746.0,10.51855493
Scotland,48705.0,10.94185797
Scott,50556.0,16.36475202
Shannon,41176.0,23.43545811
Shelby,46178.0,14.3662453
Stoddard,46052.0,17.23384767
Stone,54320.0,14.35885729
Sullivan,46964.0,15.71917808
Taney,51031.0,14.64457608
Texas,37994.0,19.09839212
Vernon,49494.0,16.08256064
Warren,68350.0,10.67840287
Washington,44955.0,19.15202747
Wayne,42257.0,23.63914924
Webster,59325.0,14.65578706
Worth,41847.0,15.69826707
Wright,40179.0,19.66993007
St. Louis,48751.0,19.61920389
Montana,60560.0,12.48566416
Beaverhead,51048.0,16.4811692
Big Horn,49640.0,28.56701668
Blaine,50847.0,25.80181217
Broadwater,60244.0,6.890271665
Carbon,63178.0,9.723160027
Carter,41447.0,14.90963855
Cascade,56377.0,12.94030269
Chouteau,48237.0,14.59791702
Custer,55426.0,12.30490644
Daniels,54722.0,10.48340128
